"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2015","2015","75-84 years","75-84","Sequelae of other and unspecified cerebrovascular diseases","I69.8",10,30252,33.1 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Pneumonia, unspecified","J18.9",12,30252,39.7 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Emphysema, unspecified","J43.9",18,30252,59.5 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",29,30252,95.9
,"Vermont","50","2015","2015","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",56,30252,185.1
,"Vermont","50","2015","2015","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",14,30252,46.3 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Other fall on same level","W18",27,30252,89.3
,"Vermont","50","2015","2015","85+ years","85+","Septicaemia, unspecified","A41.9",15,14316,104.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",26,14316,181.6
,"Vermont","50","2015","2015","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",10,14316,69.9 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",39,14316,272.4
,"Vermont","50","2015","2015","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",17,14316,118.7 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Malignant neoplasm of prostate","C61",17,14316,118.7 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Malignant neoplasm without specification of site","C80",16,14316,111.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",15,14316,104.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",22,14316,153.7
,"Vermont","50","2015","2015","85+ years","85+","Other disorders of electrolyte and fluid balance, not elsewhere classified","E87.8",28,14316,195.6
,"Vermont","50","2015","2015","85+ years","85+","Vascular dementia, unspecified","F01.9",34,14316,237.5
,"Vermont","50","2015","2015","85+ years","85+","Unspecified dementia","F03",143,14316,998.9
,"Vermont","50","2015","2015","85+ years","85+","Parkinson disease","G20",34,14316,237.5
,"Vermont","50","2015","2015","85+ years","85+","Alzheimer disease, unspecified","G30.9",203,14316,1418.0
,"Vermont","50","2015","2015","85+ years","85+","Essential (primary) hypertension","I10",22,14316,153.7
,"Vermont","50","2015","2015","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",42,14316,293.4
,"Vermont","50","2015","2015","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",16,14316,111.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",11,14316,76.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",68,14316,475.0
,"Vermont","50","2015","2015","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",94,14316,656.6
,"Vermont","50","2015","2015","85+ years","85+","Atherosclerotic heart disease","I25.1",152,14316,1061.7
,"Vermont","50","2015","2015","85+ years","85+","Ischaemic cardiomyopathy","I25.5",11,14316,76.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Aortic (valve) stenosis","I35.0",39,14316,272.4
,"Vermont","50","2015","2015","85+ years","85+","Atrial fibrillation and flutter","I48",48,14316,335.3
,"Vermont","50","2015","2015","85+ years","85+","Congestive heart failure","I50.0",27,14316,188.6
,"Vermont","50","2015","2015","85+ years","85+","Intracerebral haemorrhage, unspecified","I61.9",10,14316,69.9 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",87,14316,607.7
,"Vermont","50","2015","2015","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",15,14316,104.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",11,14316,76.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Pneumonia, unspecified","J18.9",33,14316,230.5
,"Vermont","50","2015","2015","85+ years","85+","Emphysema, unspecified","J43.9",11,14316,76.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",28,14316,195.6
,"Vermont","50","2015","2015","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",45,14316,314.3
,"Vermont","50","2015","2015","85+ years","85+","Pneumonitis due to food and vomit","J69.0",14,14316,97.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",12,14316,83.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",14,14316,97.8 (Unreliable)
,"Vermont","50","2015","2015","85+ years","85+","Other fall on same level","W18",57,14316,398.2
,"Vermont","50","2015","2015","85+ years","85+","Unspecified fall","W19",20,14316,139.7
,"Vermont","50","2016","2016","25-34 years","25-34","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,72709,44.0
,"Vermont","50","2016","2016","35-44 years","35-44","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,69504,36.0
,"Vermont","50","2016","2016","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",18,86287,20.9 (Unreliable)
,"Vermont","50","2016","2016","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",30,86287,34.8
,"Vermont","50","2016","2016","45-54 years","45-54","Alcoholic cirrhosis of liver","K70.3",12,86287,13.9 (Unreliable)
,"Vermont","50","2016","2016","45-54 years","45-54","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,86287,17.4 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Oesophagus, unspecified - Malignant neoplasms","C15.9",10,96891,10.3 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",13,96891,13.4 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",11,96891,11.4 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",83,96891,85.7
,"Vermont","50","2016","2016","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",15,96891,15.5 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Malignant neoplasm without specification of site","C80",18,96891,18.6 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Hypertensive heart disease without (congestive) heart failure","I11.9",11,96891,11.4 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",17,96891,17.5 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",85,96891,87.7
,"Vermont","50","2016","2016","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",32,96891,33.0
,"Vermont","50","2016","2016","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",15,96891,15.5 (Unreliable)
,"Vermont","50","2016","2016","55-64 years","55-64","Intentional self-harm by handgun discharge","X72",10,96891,10.3 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Oesophagus, unspecified - Malignant neoplasms","C15.9",13,67676,19.2 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",18,67676,26.6 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Liver cell carcinoma - Malignant neoplasms","C22.0",13,67676,19.2 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",28,67676,41.4
,"Vermont","50","2016","2016","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",111,67676,164.0
,"Vermont","50","2016","2016","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",15,67676,22.2 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Malignant neoplasm of ovary","C56",11,67676,16.3 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Malignant neoplasm of prostate","C61",15,67676,22.2 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Malignant neoplasm of kidney, except renal pelvis","C64",11,67676,16.3 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Bladder, unspecified - Malignant neoplasms","C67.9",12,67676,17.7 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Malignant neoplasm without specification of site","C80",17,67676,25.1 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Multiple myeloma - Malignant neoplasms","C90.0",12,67676,17.7 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Motor neuron disease","G12.2",10,67676,14.8 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Alzheimer disease, unspecified","G30.9",19,67676,28.1 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Hypertensive heart disease without (congestive) heart failure","I11.9",12,67676,17.7 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",26,67676,38.4
,"Vermont","50","2016","2016","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",89,67676,131.5
,"Vermont","50","2016","2016","65-74 years","65-74","Atherosclerotic heart disease","I25.1",44,67676,65.0
,"Vermont","50","2016","2016","65-74 years","65-74","Emphysema, unspecified","J43.9",13,67676,19.2 (Unreliable)
,"Vermont","50","2016","2016","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",56,67676,82.7
,"Vermont","50","2016","2016","65-74 years","65-74","Alcoholic cirrhosis of liver","K70.3",10,67676,14.8 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",25,30973,80.7
,"Vermont","50","2016","2016","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",30,30973,96.9
,"Vermont","50","2016","2016","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",96,30973,309.9
,"Vermont","50","2016","2016","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",10,30973,32.3 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Malignant neoplasm of prostate","C61",21,30973,67.8
,"Vermont","50","2016","2016","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",16,30973,51.7 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Malignant neoplasm without specification of site","C80",20,30973,64.6
,"Vermont","50","2016","2016","75-84 years","75-84","Non-insulin-dependent diabetes mellitus, without complications","E11.9",10,30973,32.3 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Unspecified diabetes mellitus, with renal complications","E14.2",14,30973,45.2 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",14,30973,45.2 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Hyperlipidaemia, unspecified","E78.5",10,30973,32.3 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Vascular dementia, unspecified","F01.9",17,30973,54.9 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Unspecified dementia","F03",49,30973,158.2
,"Vermont","50","2016","2016","75-84 years","75-84","Motor neuron disease","G12.2",10,30973,32.3 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Parkinson disease","G20",29,30973,93.6
,"Vermont","50","2016","2016","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",66,30973,213.1
,"Vermont","50","2016","2016","75-84 years","75-84","Essential (primary) hypertension","I10",12,30973,38.7 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Hypertensive heart disease without (congestive) heart failure","I11.9",10,30973,32.3 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",52,30973,167.9
,"Vermont","50","2016","2016","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",96,30973,309.9
,"Vermont","50","2016","2016","75-84 years","75-84","Atherosclerotic heart disease","I25.1",76,30973,245.4
,"Vermont","50","2016","2016","75-84 years","75-84","Aortic (valve) stenosis","I35.0",12,30973,38.7 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Atrial fibrillation and flutter","I48",14,30973,45.2 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Intracerebral haemorrhage, unspecified","I61.9",11,30973,35.5 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",25,30973,80.7
,"Vermont","50","2016","2016","75-84 years","75-84","Emphysema, unspecified","J43.9",13,30973,42.0 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",21,30973,67.8
,"Vermont","50","2016","2016","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",57,30973,184.0
,"Vermont","50","2016","2016","75-84 years","75-84","Pneumonitis due to food and vomit","J69.0",14,30973,45.2 (Unreliable)
,"Vermont","50","2016","2016","75-84 years","75-84","Other fall on same level","W18",23,30973,74.3
,"Vermont","50","2016","2016","85+ years","85+","Septicaemia, unspecified","A41.9",10,14283,70.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",19,14283,133.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",14,14283,98.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",47,14283,329.1
,"Vermont","50","2016","2016","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",13,14283,91.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Malignant neoplasm of prostate","C61",33,14283,231.0
,"Vermont","50","2016","2016","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",14,14283,98.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Malignant neoplasm without specification of site","C80",18,14283,126.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Unspecified diabetes mellitus, with renal complications","E14.2",11,14283,77.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",14,14283,98.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",18,14283,126.0 (Unreliable)
,"Vermont","50","2016","2016","85+ years","85+","Vascular dementia, unspecified","F01.9",50,14283,350.1
,"Vermont","50","2016","2016","85+ years","85+","Unspecified dementia","F03",147,14283,1029.2
,"Vermont","50","2016","2016","85+ years","85+","Parkinson disease","G20",39,14283,273.1
,"Vermont","50","2016","2016","85+ years","85+","Alzheimer disease, unspecified","G30.9",215,14283,1505.3
