Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Unspecified pulmonary haemorrhage originating in the perinatal period,P26.9,15,11335454,0.1 (Unreliable)
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,19,11335454,0.2 (Unreliable)
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Primary atelectasis of newborn,P28.0,29,11335454,0.3
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Neonatal cardiac failure,P29.0,17,11335454,0.1 (Unreliable)
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Neonatal cardiac dysrhythmia,P29.1,13,11335454,0.1 (Unreliable)
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,"Bacterial sepsis of newborn, unspecified",P36.9,25,11335454,0.2
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Unspecified intraventricular (nontraumatic) haemorrhage of newborn,P52.3,10,11335454,0.1 (Unreliable)
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Necrotizing enterocolitis of newborn,P77,20,11335454,0.2
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Anencephaly,Q00.0,13,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Ventricular septal defect,Q21.0,14,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Atrial septal defect,Q21.1,12,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Tetralogy of Fallot,Q21.3,11,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplastic left heart syndrome,Q23.4,12,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Congenital malformation of heart, unspecified",Q24.9,53,11335454,0.5
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Arteriovenous malformation of cerebral vessels,Q28.2,21,11335454,0.2
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplasia and dysplasia of lung,Q33.6,18,11335454,0.2 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Polycystic kidney, unspecified",Q61.3,20,11335454,0.2
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Congenital diaphragmatic hernia,Q79.0,11,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Multiple congenital malformations, not elsewhere classified",Q89.7,14,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Congenital malformation, unspecified",Q89.9,10,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Down syndrome, unspecified",Q90.9,19,11335454,0.2 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Edwards syndrome, unspecified",Q91.3,17,11335454,0.1 (Unreliable)
,Ohio,39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Patau syndrome, unspecified",Q91.7,16,11335454,0.1 (Unreliable)
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Asphyxia,R09.0,10,11335454,0.1 (Unreliable)
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Respiratory arrest,R09.2,136,11335454,1.2
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Senility,R54,109,11335454,1.0
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other and unspecified convulsions,R56.8,50,11335454,0.4
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Cardiogenic shock,R57.0,21,11335454,0.2
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,"Shock, unspecified",R57.9,33,11335454,0.3
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,"Haemorrhage, not elsewhere classified",R58,12,11335454,0.1 (Unreliable)
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other lack of expected normal physiological development,R62.8,13,11335454,0.1 (Unreliable)
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Cachexia,R64,85,11335454,0.7
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Sudden infant death syndrome - SIDS,R95,111,11335454,1.0
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Instantaneous death,R96.0,18,11335454,0.2 (Unreliable)
,Ohio,39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other ill-defined and unspecified causes of mortality,R99,994,11335454,8.8
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,61,11335454,0.5
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,35,11335454,0.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in unspecified transport accident,V09.9,29,11335454,0.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,15,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,10,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,27,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,64,11335454,0.6
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,30,11335454,0.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,39,11335454,0.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,15,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,49,11335454,0.4
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,18,11335454,0.2 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,18,11335454,0.2 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,15,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,13,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,12,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,10,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Car occupant [any] injured in unspecified traffic accident,V49.9,129,11335454,1.1
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,11,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Person injured in collision between car and pick-up truck or van (traffic),V87.2,28,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Person injured in collision between other specified motor vehicles (traffic),V87.7,93,11335454,0.8
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic),V87.8,21,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,475,11335454,4.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Person injured in unspecified vehicle accident,V89.9,26,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Unspecified aircraft accident injuring occupant,V95.9,14,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Fall on same level from slipping, tripping and stumbling",W01,23,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Fall involving bed,W06,10,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Fall on and from stairs and steps,W10,86,11335454,0.8
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Fall on and from ladder,W11,20,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Other fall from one level to another,W17,25,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Other fall on same level,W18,42,11335454,0.4
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Unspecified fall,W19,263,11335454,2.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Struck by thrown, projected or falling object",W20,26,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Contact with other and unspecified machinery,W31,18,11335454,0.2 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Discharge from other and unspecified firearms,W34,26,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in swimming-pool,W67,10,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in natural water,W69,17,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Drowning and submersion following fall into natural water,W70,11,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Unspecified drowning and submersion,W74,40,11335454,0.4
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Accidental suffocation and strangulation in bed,W75,13,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Other accidental hanging and strangulation,W76,17,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Inhalation of gastric contents,W78,21,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,22,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,131,11335454,1.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Unspecified threat to breathing,W84,24,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Exposure to uncontrolled fire in building or structure,X00,131,11335454,1.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural heat,X30,28,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural cold,X31,21,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18,11335454,0.2 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,151,11335454,1.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,150,11335454,1.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to other gases and vapours,X47,23,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor,X59,456,11335454,4.0
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,23,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,56,11335454,0.5
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-poisoning by and exposure to other gases and vapours,X67,75,11335454,0.7
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,229,11335454,2.0
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by drowning and submersion,X71,15,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by handgun discharge,X72,70,11335454,0.6
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,78,11335454,0.7
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,478,11335454,4.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by sharp object,X78,10,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by jumping from a high place,X80,24,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Assault by hanging, strangulation and suffocation",X91,25,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Assault by handgun discharge,X93,13,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Assault by rifle, shotgun and larger firearm discharge",X94,12,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Assault by other and unspecified firearm discharge,X95,231,11335454,2.0
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Assault by sharp object,X99,48,11335454,0.4
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Assault by other specified means,Y08,19,11335454,0.2 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Assault by unspecified means,Y09,66,11335454,0.6
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,14,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,25,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Legal intervention involving firearm discharge,Y35.0,12,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Surgical operation with implant of artificial internal device,Y83.1,15,11335454,0.1 (Unreliable)
,Ohio,39,External causes of morbidity and mortality,V01-Y89,"Surgical procedure, unspecified",Y83.9,33,11335454,0.3
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Other medical procedures,Y84.8,23,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Sequelae of motor-vehicle accident,Y85.0,21,11335454,0.2
,Ohio,39,External causes of morbidity and mortality,V01-Y89,Sequelae of other accidents,Y86,56,11335454,0.5
,Oklahoma,40,Certain infectious and parasitic diseases,A00-B99,Septicaemia due to other Gram-negative organisms,A41.5,17,3437147,0.5 (Unreliable)
,Oklahoma,40,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,372,3437147,10.8
,Oklahoma,40,Certain infectious and parasitic diseases,A00-B99,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,14,3437147,0.4 (Unreliable)
,Oklahoma,40,Certain infectious and parasitic diseases,A00-B99,Acute hepatitis C,B17.1,43,3437147,1.3
